Municipality Code	Street Code	Street Name	Street House number from	Street House Number to	Street House Number even[L]/odd[U]	Post Code	Locality
210	812	Udsigten            	    	998	L	2980	Kokkedal            
210	812	Udsigten            	1	999	U	2980	Kokkedal            
210	815	Uglestien           	2	10	L	3480	Fredensborg         
210	816	Ugles¿ Mosevej      	4	6	L	3490	KvistgŒrd           
210	816	Ugles¿ Mosevej      	1	13	U	3490	KvistgŒrd           
210	818	Uller¿d Banevej     	    	998	L	2980	Kokkedal            
210	818	Uller¿d Banevej     	1	999	U	2980	Kokkedal            
210	819	Uller¿dgŒrdsvej     	    	    	L	2980	Kokkedal            
210	820	Uller¿dvej          	    	998	L	2980	Kokkedal            
210	820	Uller¿dvej          	1	999	U	2980	Kokkedal            
210	823	Usser¿d Kongevej    	    	    	L	2980	Kokkedal            
210	824	Vagtelv¾nget        	    	998	L	2980	Kokkedal            
210	824	Vagtelv¾nget        	1	999	U	2980	Kokkedal            
210	828	Valdemarsvej        	    	998	L	2990	NivŒ                
210	828	Valdemarsvej        	1	999	U	2990	NivŒ                
210	829	Valmuens Kvarter    	    	998	L	2990	NivŒ                
210	829	Valmuens Kvarter    	1	999	U	2990	NivŒ                
210	831	VandtŒrnsvej        	    	998	L	2980	Kokkedal            
210	831	VandtŒrnsvej        	1	999	U	2980	Kokkedal            
210	832	Ved Dammen          	1	11	U	3480	Fredensborg         
210	833	Ved Hegnet          	2	14	L	3050	Humleb¾k            
210	833	Ved Hegnet          	1	27	U	3050	Humleb¾k            
210	852	Vejenbr¿dvej        	2	66	L	2980	Kokkedal            
210	852	Vejenbr¿dvej        	70	74	L	2980	Kokkedal            
210	852	Vejenbr¿dvej        	1	61	U	2980	Kokkedal            
210	852	Vejenbr¿dvej        	71	71	U	2980	Kokkedal            
210	856	Veksebovej          	4	18	L	3480	Fredensborg         
210	856	Veksebovej          	26	30	L	3480	Fredensborg         
210	856	Veksebovej          	1	31	U	3480	Fredensborg         
210	858	Vibe Alle           	2	20	L	2980	Kokkedal            
210	858	Vibe Alle           	1	19	U	2980	Kokkedal            
210	861	Vibensholmsvej      	    	998	L	2980	Kokkedal            
210	861	Vibensholmsvej      	1	999	U	2980	Kokkedal            
210	862	Vibevej             	    	998	L	2990	NivŒ                
210	862	Vibevej             	1	999	U	2990	NivŒ                
210	864	Vibevej             	2	12	L	3480	Fredensborg         
210	866	Vilhelmsro          	102	150	L	3480	Fredensborg         
210	866	Vilhelmsro          	202	240	L	3480	Fredensborg         
210	866	Vilhelmsro          	302	326	L	3480	Fredensborg         
210	866	Vilhelmsro          	402	444	L	3480	Fredensborg         
210	866	Vilhelmsro          	502	522	L	3480	Fredensborg         
210	866	Vilhelmsro          	602	692	L	3480	Fredensborg         
210	866	Vilhelmsro          	101	123	U	3480	Fredensborg         
210	866	Vilhelmsro          	201	265	U	3480	Fredensborg         
210	866	Vilhelmsro          	301	339	U	3480	Fredensborg         
210	866	Vilhelmsro          	401	459	U	3480	Fredensborg         
210	867	Vinkelvej           	4	10	L	3480	Fredensborg         
210	869	Vinkelvej           	    	998	L	2990	NivŒ                
210	869	Vinkelvej           	1	999	U	2990	NivŒ                
210	873	Vinterhusvej        	    	998	L	2980	Kokkedal            
210	873	Vinterhusvej        	1	999	U	2980	Kokkedal            
210	874	Violens Kvarter     	    	998	L	2990	NivŒ                
210	874	Violens Kvarter     	1	999	U	2990	NivŒ                
210	875	Violvej             	2	28	L	3050	Humleb¾k            
210	875	Violvej             	1	27	U	3050	Humleb¾k            
210	876	V¾nget              	2	12	L	3050	Humleb¾k            
210	876	V¾nget              	1	9	U	3050	Humleb¾k            
210	877	Wendorfsvej         	2	8	L	3480	Fredensborg         
210	877	Wendorfsvej         	1	7	U	3480	Fredensborg         
210	878	Wiedeveltsvej       	2	8	L	3480	Fredensborg         
210	878	Wiedeveltsvej       	1	1	U	3480	Fredensborg         
210	879	Wilhelmsvej         	1	7	U	3050	Humleb¾k            
210	880	Zoarparken          	2	20	L	3480	Fredensborg         
210	881	Zoarsvej            	4	20	L	3480	Fredensborg         
210	881	Zoarsvej            	1	7	U	3480	Fredensborg         
210	882	®blehaven           	2	4	L	3480	Fredensborg         
210	882	®blehaven           	1	7	U	3480	Fredensborg         
210	883	®blets Kvarter      	    	998	L	2990	NivŒ                
210	883	®blets Kvarter      	1	999	U	2990	NivŒ                
210	884	¯resundsvej         	2	64	L	3050	Humleb¾k            
210	885	¯stervej            	2	6	L	3480	Fredensborg         
210	885	¯stervej            	1	007B	U	3480	Fredensborg         
210	886	¯strupvej           	4	12	L	3480	Fredensborg         
210	886	¯strupvej           	1	3	U	3480	Fredensborg         
210	888	toften             	2	998	L	2990	NivŒ                
210	888	toften             	1	999	U	2990	NivŒ                
210	889	vej                	    	998	L	2990	NivŒ                
210	889	vej                	1	999	U	2990	NivŒ                
210	890	v¾nget             	    	998	L	2990	NivŒ                
210	890	v¾nget             	1	999	U	2990	NivŒ                
210	891	Tegls¿ Alle         	    	    	L	2990	NivŒ                
210	892	Dunhammervej        	2	60	L	2990	NivŒ                
210	892	Dunhammervej        	1	59	U	2990	NivŒ                
210	893	Irisvej             	2	60	L	2990	NivŒ                
210	893	Irisvej             	59	59	U	2990	NivŒ                
210	894	Hjortetr¿stvej      	2	60	L	2990	NivŒ                
210	894	Hjortetr¿stvej      	1	59	U	2990	NivŒ                
210	895	Brudelysvej         	2	60	L	2990	NivŒ                
210	895	Brudelysvej         	1	59	U	2990	NivŒ                
210	896	kandevej           	2	60	L	2990	NivŒ                
210	896	kandevej           	1	59	U	2990	NivŒ                
210	897	Hornbladvej         	2	60	L	2990	NivŒ                
210	897	Hornbladvej         	1	59	U	2990	NivŒ                
210	898	Tusindbladvej       	2	60	L	2990	NivŒ                
210	898	Tusindbladvej       	1	59	U	2990	NivŒ                
210	900	Torphusene          	2	56	L	3050	Humleb¾k            
210	900	Torphusene          	1	55	U	3050	Humleb¾k            
210	901	Niver¿d Bakke       	2	998	L	2990	NivŒ                
210	901	Niver¿d Bakke       	1	999	U	2990	NivŒ                
210	5939	Niver¿dgŒrden       	    	2	L	2990	NivŒ                
210	5939	Niver¿dgŒrden       	1	39	U	2990	NivŒ                
210	8465	S¿lyst Strandpark   	2	98	L	2990	NivŒ                
210	8465	S¿lyst Strandpark   	1	99	U	2990	NivŒ                
210	9901	Ukendt Adresse      	    	    	L	9999	Ukendt              
210	9902	Folkeregistret      	    	    	L	9999	Ukendt              
210	9947	Boligplacering      	    	    	L	9999	Ukendt              
210	9953	Statsudsendte       	    	    	L	9999	Ukendt              
210	9983	Kommunesammenl¾gning	    	    	L	9999	Ukendt              
217	12	Axel M¿llers Vej    	2	010Z	L	3490	KvistgŒrd           
217	12	Axel M¿llers Vej    	1	009Z	U	3490	KvistgŒrd           
217	25	Alex Svedstrups Vej 	2	016Z	L	3140	lsgŒrde            
217	25	Alex Svedstrups Vej 	3	009Z	U	3140	lsgŒrde            
217	38	Abildgaardsvej      	2	004Z	L	3000	Helsing¿r           
217	38	Abildgaardsvej      	20	050Z	L	3000	Helsing¿r           
217	38	Abildgaardsvej      	1	045Z	U	3000	Helsing¿r           
217	51	Agatvej             	2	006Z	L	3060	Esperg¾rde          
217	51	Agatvej             	1	005Z	U	3060	Esperg¾rde          
217	64	Agernvej            	2	012Z	L	3490	KvistgŒrd           
217	64	Agernvej            	1	011Z	U	3490	KvistgŒrd           
217	66	AggebogŒrdsvej      	2	020Z	L	3080	Tik¿b               
217	66	AggebogŒrdsvej      	1	021Z	U	3080	Tik¿b               
217	70	Agnetevej           	2	2	L	3070	Snekkersten         
217	70	Agnetevej           	4	100Z	L	3060	Esperg¾rde          
217	70	Agnetevej           	1	001Z	U	3070	Snekkersten         
217	70	Agnetevej           	3	3	U	3070	Snekkersten         
217	70	Agnetevej           	5	099Z	U	3060	Esperg¾rde          
217	77	Ahorn Alle          	2	002Z	L	3000	Helsing¿r           
217	77	Ahorn Alle          	1	029Z	U	3000	Helsing¿r           
217	90	Ahornvej            	2	008Z	L	3100	Hornb¾k             
217	90	Ahornvej            	1	005Z	U	3100	Hornb¾k             
217	98	Akacievej           	2	008Z	L	3100	Hornb¾k             
217	98	Akacievej           	1	009Z	U	3100	Hornb¾k             
217	102	Axeltorvet          	1	001Z	U	3000	Helsing¿r           
217	108	Alexander Foss Vej  	2	006Z	L	3140	lsgŒrde            
217	108	Alexander Foss Vej  	1	007Z	U	3140	lsgŒrde            
217	115	Allegade            	2	044Z	L	3000	Helsing¿r           
217	115	Allegade            	1	009Z	U	3000	Helsing¿r           
217	115	Allegade            	13	025Z	U	3000	Helsing¿r           
217	118	Allegade P-Plads    	1	011Z	U	3000	Helsing¿r           
217	128	Alrunevej           	2	018Z	L	3140	lsgŒrde            
217	128	Alrunevej           	1	011Z	U	3140	lsgŒrde            
217	141	Ametystvej          	2	026Z	L	3060	Esperg¾rde          
217	141	Ametystvej          	1	013Z	U	3060	Esperg¾rde          
217	154	Anemonevej          	2	016Z	L	3000	Helsing¿r           
217	154	Anemonevej          	1	005Z	U	3000	Helsing¿r           
217	166	Ankerbakken         	2	004Z	L	3000	Helsing¿r           
217	166	Ankerbakken         	1	005Z	U	3000	Helsing¿r           
217	167	Anl¾ggets Alle      	2	006Z	L	3060	Esperg¾rde          
217	167	Anl¾ggets Alle      	1	007Z	U	3060	Esperg¾rde          
217	178	Anna Anchers Vej    	1	021Z	U	3000	Helsing¿r           
217	178	Anna Anchers Vej    	23	043Z	U	3000	Helsing¿r           
217	180	Anna Queens Str¾de  	2	008B	L	3000	Helsing¿r           
217	180	Anna Queens Str¾de  	1	007Z	U	3000	Helsing¿r           
217	184	Annavej             	2	008Z	L	3060	Esperg¾rde          
217	184	Annavej             	1	007Z	U	3060	Esperg¾rde          
217	193	Antonievej          	1	007Z	U	3070	Snekkersten         
217	218	Apperupvej          	2	084Z	L	3140	lsgŒrde            
217	218	Apperupvej          	1	085Z	U	3140	lsgŒrde            
217	222	Arnakhusvej         	2	004Z	L	3140	lsgŒrde            
217	222	Arnakhusvej         	1	005Z	U	3140	lsgŒrde            
217	228	AssegŒrdsvej        	2	024Z	L	3100	Hornb¾k             
217	228	AssegŒrdsvej        	1	023Z	U	3100	Hornb¾k             
217	231	Aurikelvej          	2	022Z	L	3060	Esperg¾rde          
217	231	Aurikelvej          	3	013Z	U	3060	Esperg¾rde          
217	244	Badevej             	2	006B	L	3000	Helsing¿r           
217	244	Badevej             	1	011Z	U	3000	Helsing¿r           
217	257	Bag Pr¾stegŒrden    	2	006Z	L	3100	Hornb¾k             
217	257	Bag Pr¾stegŒrden    	1	017Z	U	3100	Hornb¾k             
217	270	Baggesensvej        	2	008Z	L	3000	Helsing¿r           
217	270	Baggesensvej        	1	005Z	U	3000	Helsing¿r           
217	283	Bakkedraget         	2	12	L	3060	Esperg¾rde          
217	283	Bakkedraget         	1	29	U	3060	Esperg¾rde          
217	296	BakkegŒrdsvej       	2	042Z	L	3060	Esperg¾rde          
217	296	BakkegŒrdsvej       	1	053Z	U	3060	Esperg¾rde          
217	308	Bakken              	2	010Z	L	3060	Esperg¾rde          
217	308	Bakken              	1	011Z	U	3060	Esperg¾rde          
217	321	Bakkevej            	2	006Z	L	3070	Snekkersten         
217	321	Bakkevej            	1	001Z	U	3070	Snekkersten         
217	334	Bakkev¾nget         	4	008Z	L	3000	Helsing¿r           
217	334	Bakkev¾nget         	1	007Z	U	3000	Helsing¿r           
217	347	Baldersvej          	2	036Z	L	3000	Helsing¿r           
217	347	Baldersvej          	1	043Z	U	3000	Helsing¿r           
217	350	Bark.Margrethes Vej 	2	030Z	L	3100	Hornb¾k             
217	350	Bark.Margrethes Vej 	1	025Z	U	3100	Hornb¾k             
217	353	Baroniet            	2	064Z	L	3100	Hornb¾k             
217	353	Baroniet            	1	043Z	U	3100	Hornb¾k             
217	360	Belvederevej        	2	012Z	L	3000	Helsing¿r           
217	360	Belvederevej        	14	030Z	L	3000	Helsing¿r           
217	360	Belvederevej        	34	052Z	L	3000	Helsing¿r           
217	360	Belvederevej        	1	059D	U	3000	Helsing¿r           
217	373	Bentsensvej         	2	016Z	L	3100	Hornb¾k             
217	373	Bentsensvej         	1	019Z	U	3100	Hornb¾k             
217	386	Bentevej            	2	006Z	L	3060	Esperg¾rde          
217	386	Bentevej            	1	007Z	U	3060	Esperg¾rde          
217	398	Berberisvej         	2	014Z	L	3060	Esperg¾rde          
217	398	Berberisvej         	1	023Z	U	3060	Esperg¾rde          
217	411	Bergmansdalsvej     	4	014Z	L	3000	Helsing¿r           
217	411	Bergmansdalsvej     	1	007Z	U	3000	Helsing¿r           
217	424	Birkedalen          	1	013Z	U	3080	Tik¿b               
217	430	Birkedalsvej        	2	016Z	L	3000	Helsing¿r           
217	430	Birkedalsvej        	40	040Z	L	3000	Helsing¿r           
217	430	Birkedalsvej        	1	029Z	U	3000	Helsing¿r           
217	450	Birkedamsvej        	2	024Z	L	3100	Hornb¾k             
217	450	Birkedamsvej        	1	023Z	U	3100	Hornb¾k             
217	463	Birkehavevej        	2	012Z	L	3100	Hornb¾k             
217	463	Birkehavevej        	1	015Z	U	3100	Hornb¾k             
217	476	Birkehegnet         	2	026Z	L	3140	lsgŒrde            
217	476	Birkehegnet         	1	021Z	U	3140	lsgŒrde            
217	489	Birkekrogen         	2	024Z	L	3100	Hornb¾k             
217	489	Birkekrogen         	1	021Z	U	3100	Hornb¾k             
217	495	Birkestien          	2	008Z	L	3070	Snekkersten         
217	495	Birkestien          	1	007Z	U	3070	Snekkersten         
217	501	Birkevangsvej       	2	020Z	L	3100	Hornb¾k             
217	501	Birkevangsvej       	1	013Z	U	3100	Hornb¾k             
217	527	Birkevej            	2	014Z	L	3100	Hornb¾k             
217	527	Birkevej            	1	013Z	U	3100	Hornb¾k             
217	553	Birkev¾nget         	2	016Z	L	3060	Esperg¾rde          
217	553	Birkev¾nget         	1	009Z	U	3060	Esperg¾rde          
217	566	Birthevej           	2	010Z	L	3060	Esperg¾rde          
217	566	Birthevej           	3	017Z	U	3060	Esperg¾rde          
217	592	Bjarkesvej          	2	022Z	L	3000	Helsing¿r           
217	592	Bjarkesvej          	1	023Z	U	3000	Helsing¿r           
217	604	Bjergegade          	2	034B	L	3000	Helsing¿r           
217	604	Bjergegade          	1	031C	U	3000	Helsing¿r           
217	608	Bjergvangen         	2	020Z	L	3060	Esperg¾rde          
217	608	Bjergvangen         	1	019Z	U	3060	Esperg¾rde          
217	617	Blekingevej         	2	018Z	L	3140	lsgŒrde            
217	617	Blekingevej         	1	011Z	U	3140	lsgŒrde            
217	630	Blichersvej         	2	104Z	L	3000	Helsing¿r           
217	630	Blichersvej         	1	121Z	U	3000	Helsing¿r           
217	637	Blish¿j             	2	018Z	L	3000	Helsing¿r           
217	637	Blish¿j             	1	017Z	U	3000	Helsing¿r           
217	640	Blochsvej           	2	002Z	L	3140	lsgŒrde            
217	640	Blochsvej           	1	001Z	U	3140	lsgŒrde            
217	643	Blokhusvej          	4	004Z	L	3000	Helsing¿r           
217	643	Blokhusvej          	3	005Z	U	3000	Helsing¿r           
217	650	Blommevej           	2	038Z	L	3060	Esperg¾rde          
217	656	Blomstermarken      	2	030Z	L	3060	Esperg¾rde          
217	656	Blomstermarken      	1	043Z	U	3060	Esperg¾rde          
217	665	BlŒb¾rvej           	2	018Z	L	3100	Hornb¾k             
217	665	BlŒb¾rvej           	1	019Z	U	3100	Hornb¾k             
217	669	BlŒmunkevej         	2	006Z	L	3060	Esperg¾rde          
217	669	BlŒmunkevej         	1	005Z	U	3060	Esperg¾rde          
217	682	Bobakken            	2	074Z	L	3140	lsgŒrde            
217	682	Bobakken            	1	043Z	U	3140	lsgŒrde            
217	707	Bodilvej            	2	006Z	L	3060	Esperg¾rde          
217	707	Bodilvej            	3	009Z	U	3060	Esperg¾rde          
217	711	Bohusvej            	2	006Z	L	3140	lsgŒrde            
217	711	Bohusvej            	1	005Z	U	3140	lsgŒrde            
217	713	Bonaventuravej      	2	008Z	L	3100	Hornb¾k             
217	713	Bonaventuravej      	1	009Z	U	3100	Hornb¾k             
217	716	Borgm.P.Christ.Vej  	2	998Z	L	3000	Helsing¿r           
217	716	Borgm.P.Christ.Vej  	1	999Z	U	3000	Helsing¿r           
217	759	Borsholmvej         	2	028Z	L	3100	Hornb¾k             
217	759	Borsholmvej         	30	032Z	L	3000	Helsing¿r           
217	759	Borsholmvej         	1	031Z	U	3100	Hornb¾k             
217	759	Borsholmvej         	33	081B	U	3000	Helsing¿r           
217	772	Borsholmv¾nget      	2	020Z	L	3100	Hornb¾k             
217	772	Borsholmv¾nget      	1	019Z	U	3100	Hornb¾k             
217	783	BorupgŒrdcentret    	2	012Z	L	3070	Snekkersten         
217	783	BorupgŒrdcentret    	1	011Z	U	3070	Snekkersten         
217	785	BorupgŒrdsvej       	2	008Z	L	3070	Snekkersten         
217	785	BorupgŒrdsvej       	1	005Z	U	3070	Snekkersten         
217	810	Botoften            	2	018Z	L	3140	lsgŒrde            
217	810	Botoften            	1	023Z	U	3140	lsgŒrde            
217	823	Bov¾nget            	2	010Z	L	3140	lsgŒrde            
217	823	Bov¾nget            	1	009Z	U	3140	lsgŒrde            
217	836	Boyesvej            	2	014Z	L	3000	Helsing¿r           
217	836	Boyesvej            	1	009Z	U	3000	Helsing¿r           
217	849	Bragesvej           	2	008Z	L	3000	Helsing¿r           
217	849	Bragesvej           	1	079Z	U	3000	Helsing¿r           
217	862	Bramstr¾de          	2	004D	L	3000	Helsing¿r           
217	862	Bramstr¾de          	1	007C	U	3000	Helsing¿r           
217	875	Bregnevej           	2	008Z	L	3100	Hornb¾k             
217	875	Bregnevej           	1	007Z	U	3100	Hornb¾k             
217	888	Bretagnevej         	2	036Z	L	3100	Hornb¾k             
217	888	Bretagnevej         	1	021Z	U	3100	Hornb¾k             
217	907	Broloftet           	2	100Z	L	3140	lsgŒrde            
217	907	Broloftet           	1	099Z	U	3140	lsgŒrde            
217	909	Bromb¾rvej          	2	008Z	L	3100	Hornb¾k             
217	909	Bromb¾rvej          	1	005Z	U	3100	Hornb¾k             
217	911	Bronzevej           	2	020Z	L	3060	Esperg¾rde          
217	911	Bronzevej           	1	019Z	U	3060	Esperg¾rde          
217	913	Brorsonsvej         	2	014Z	L	3000	Helsing¿r           
217	913	Brorsonsvej         	1	009Z	U	3000	Helsing¿r           
217	926	Brostr¾de           	2	004B	L	3000	Helsing¿r           
217	926	Brostr¾de           	1	005Z	U	3000	Helsing¿r           
217	932	Brundamsmindevej    	2	002Z	L	3140	lsgŒrde            
217	939	Brygger Heises Vej  	2	028Z	L	3000	Helsing¿r           
217	939	Brygger Heises Vej  	1	013Z	U	3000	Helsing¿r           
217	952	BrŸnnichesvej       	2	022Z	L	3100	Hornb¾k             
217	952	BrŸnnichesvej       	1	047Z	U	3100	Hornb¾k             
217	965	Buen                	2	020Z	L	3490	KvistgŒrd           
217	965	Buen                	1	069Z	U	3490	KvistgŒrd           
217	967	Buxtehudes Str¾de   	2	002Z	L	3000	Helsing¿r           
217	967	Buxtehudes Str¾de   	1	001Z	U	3000	Helsing¿r           
217	968	BybjerggŒrd         	2	020Z	L	3060	Esperg¾rde          
217	968	BybjerggŒrd         	1	021Z	U	3060	Esperg¾rde          
217	969	Bybjergvej          	2	024Z	L	3060	Esperg¾rde          
217	969	Bybjergvej          	1	025Z	U	3060	Esperg¾rde          
217	969	Bybjergvej          	31	049Z	U	3060	Esperg¾rde          
217	978	Bygmarken           	2	014Z	L	3060	Esperg¾rde          
217	978	Bygmarken           	1	013Z	U	3060	Esperg¾rde          
217	990	BŸlowsvej           	2	026Z	L	3000	Helsing¿r           
217	990	BŸlowsvej           	1	015Z	U	3000	Helsing¿r           
217	1003	B¿dkervej           	2	030Z	L	3100	Hornb¾k             
217	1003	B¿dkervej           	1	029Z	U	3100	Hornb¾k             
217	1016	B¿gebakken          	2	040Z	L	3000	Helsing¿r           
217	1016	B¿gebakken          	1	043Z	U	3000	Helsing¿r           
217	1026	B¿geskovvej         	2	020Z	L	3490	KvistgŒrd           
217	1026	B¿geskovvej         	1	015Z	U	3490	KvistgŒrd           
217	1029	B¿gevej             	2	058Z	L	3100	Hornb¾k             
217	1029	B¿gevej             	1	073Z	U	3100	Hornb¾k             
217	1032	B¿gev¾nget          	2	006Z	L	3100	Hornb¾k             
217	1032	B¿gev¾nget          	1	007Z	U	3100	Hornb¾k             
217	1042	B¿ghsvej            	2	014Z	L	3100	Hornb¾k             
217	1042	B¿ghsvej            	1	009Z	U	3100	Hornb¾k             
217	1055	B¿ssemagergade      	2	082Z	L	3150	Helleb¾k            
217	1055	B¿ssemagergade      	1	043Z	U	3150	Helleb¾k            
217	1055	B¿ssemagergade      	63	081Z	U	3150	Helleb¾k            
217	1070	B¿tterupvej         	2	028Z	L	3100	Hornb¾k             
217	1070	B¿tterupvej         	1	029Z	U	3100	Hornb¾k             
217	1076	Campingvej          	1	011Z	U	3000	Helsing¿r           
217	1079	Carl Collatz Vej    	2	018Z	L	3060	Esperg¾rde          
217	1079	Carl Collatz Vej    	1	011Z	U	3060	Esperg¾rde          
217	1081	Carsten Hauchs Vej  	2	030Z	L	3140	lsgŒrde            
217	1081	Carsten Hauchs Vej  	1	029Z	U	3140	lsgŒrde            
217	1093	C Mathildes Vej     	2	004Z	L	3150	Helleb¾k            
217	1093	C Mathildes Vej     	1	005Z	U	3150	Helleb¾k            
217	1100	Carl B¿dk.Nielsens V	1	055Z	U	3100	Hornb¾k             
217	1100	Carl B¿dk.Nielsens V	57	063Z	U	3100	Hornb¾k             
217	1100	Carl B¿dk.Nielsens V	65	075Z	U	3100	Hornb¾k             
217	1106	Carl Hansens Vej    	2	016Z	L	3100	Hornb¾k             
217	1106	Carl Hansens Vej    	1	013Z	U	3100	Hornb¾k             
217	1119	Carl Plougs Vej     	2	028Z	L	3000	Helsing¿r           
217	1119	Carl Plougs Vej     	1	059Z	U	3000	Helsing¿r           
217	1132	Chr Rasmussens Vej  	2	030Z	L	3000	Helsing¿r           
217	1132	Chr Rasmussens Vej  	1	027Z	U	3000	Helsing¿r           
217	1145	Chr Winthers Vej    	2	006Z	L	3000	Helsing¿r           
217	1145	Chr Winthers Vej    	1	009Z	U	3000	Helsing¿r           
217	1158	Claessensvej        	4	004B	L	3000	Helsing¿r           
217	1158	Claessensvej        	1	001B	U	3000	Helsing¿r           
217	1171	Cypresvej           	2	016Z	L	3080	Tik¿b               
217	1171	Cypresvej           	1	015Z	U	3080	Tik¿b               
217	1184	Dagmarvej           	2	006Z	L	3060	Esperg¾rde          
217	1184	Dagmarvej           	1	005Z	U	3060	Esperg¾rde          
217	1196	Dalen               	2	014Z	L	3060	Esperg¾rde          
217	1200	Dalev¾nget          	2	044Z	L	3080	Tik¿b               
217	1200	Dalev¾nget          	1	043Z	U	3080	Tik¿b               
217	1209	Dalsborgvej         	2	006Z	L	3070	Snekkersten         
217	1209	Dalsborgvej         	1	013Z	U	3070	Snekkersten         
217	1222	Dalv¾nget           	4	010Z	L	3000	Helsing¿r           
217	1222	Dalv¾nget           	1	011Z	U	3000	Helsing¿r           
217	1235	Damhusvej           	2	018Z	L	3000	Helsing¿r           
217	1235	Damhusvej           	1	019Z	U	3000	Helsing¿r           
217	1261	Danstrupvej         	30	080Z	L	3080	Tik¿b               
217	1261	Danstrupvej         	23	025Z	U	3480	Fredensborg         
217	1261	Danstrupvej         	31	037Z	U	3080	Tik¿b               
217	1274	De Mezas Vej        	2	004Z	L	3000	Helsing¿r           
217	1274	De Mezas Vej        	15	015Z	U	3000	Helsing¿r           
217	1287	Diamantvej          	2	012Z	L	3060	Esperg¾rde          
217	1287	Diamantvej          	3	011Z	U	3060	Esperg¾rde          
217	1295	Dortevej            	2	044Z	L	3060	Esperg¾rde          
217	1295	Dortevej            	1	033Z	U	3060	Esperg¾rde          
217	1312	Drachmannsvej       	2	012Z	L	3100	Hornb¾k             
217	1312	Drachmannsvej       	1	021Z	U	3100	Hornb¾k             
217	1325	Drejervej           	4	020Z	L	3100	Hornb¾k             
217	1325	Drejervej           	3	023Z	U	3100	Hornb¾k             
217	1338	Drosselvej          	2	006Z	L	3000	Helsing¿r           
217	1338	Drosselvej          	1	015Z	U	3000	Helsing¿r           
217	1364	Duevej              	2	018Z	L	3100	Hornb¾k             
217	1364	Duevej              	1	021Z	U	3100	Hornb¾k             
217	1377	Dyremosevej         	2	016Z	L	3060	Esperg¾rde          
217	1377	Dyremosevej         	3	021Z	U	3060	Esperg¾rde          
217	1382	Dyres¿vej           	2	056Z	L	3000	Helsing¿r           
217	1382	Dyres¿vej           	1	031Z	U	3000	Helsing¿r           
217	1389	Erna Hagemanns Vej  	2	020Z	L	3060	Esperg¾rde          
217	1389	Erna Hagemanns Vej  	1	019Z	U	3060	Esperg¾rde          
217	1402	Eckersbergsvej      	2	028Z	L	3000	Helsing¿r           
217	1402	Eckersbergsvej      	1	029Z	U	3000	Helsing¿r           
217	1415	Edenvej             	2	030Z	L	3100	Hornb¾k             
217	1415	Edenvej             	1	031Z	U	3100	Hornb¾k             
217	1420	Edvard Munchs Vej   	2	018Z	L	3000	Helsing¿r           
217	1420	Edvard Munchs Vej   	1	017Z	U	3000	Helsing¿r           
217	1428	Egeb¾kh¿j Alle      	2	006Z	L	3060	Esperg¾rde          
217	1428	Egeb¾kh¿j Alle      	1	005Z	U	3060	Esperg¾rde          
217	1441	EgegŒrdsvej         	4	038Z	L	3060	Esperg¾rde          
217	1441	EgegŒrdsvej         	3	027Z	U	3060	Esperg¾rde          
217	1448	Egelundsvej         	1	007Z	U	3100	Hornb¾k             
217	1454	Egeskovvej          	2	026Z	L	3490	KvistgŒrd           
217	1454	Egeskovvej          	50	050Z	L	3490	KvistgŒrd           
217	1454	Egeskovvej          	1	029Z	U	3490	KvistgŒrd           
217	1467	Egevangsvej         	2	006Z	L	3060	Esperg¾rde          
217	1467	Egevangsvej         	1	009Z	U	3060	Esperg¾rde          
217	1505	Egevej              	2	022Z	L	3060	Esperg¾rde          
217	1505	Egevej              	1	017Z	U	3060	Esperg¾rde          
217	1510	Egev¾nget           	2	008Z	L	3000	Helsing¿r           
217	1510	Egev¾nget           	1	007G	U	3000	Helsing¿r           
217	1518	Eirsvej             	1	047Z	U	3000	Helsing¿r           
217	1531	Ejler Jensens Vej   	2	004Z	L	3000	Helsing¿r           
217	1531	Ejler Jensens Vej   	1	007Z	U	3000	Helsing¿r           
217	1544	Ellebakkevej        	2	008Z	L	3140	lsgŒrde            
217	1544	Ellebakkevej        	1	011Z	U	3140	lsgŒrde            
217	1557	Elleborgvej         	2	012Z	L	3140	lsgŒrde            
217	1570	Ellehammersvej      	2	014Z	L	3000	Helsing¿r           
217	1574	Ellekildehavevej    	2	200Z	L	3140	lsgŒrde            
217	1574	Ellekildehavevej    	1	199Z	U	3140	lsgŒrde            
217	1580	Ellekilden          	2	012Z	L	3140	lsgŒrde            
217	1580	Ellekilden          	1	011Z	U	3140	lsgŒrde            
217	1583	Ellevej             	2	010Z	L	3000	Helsing¿r           
217	1585	Ellev¾nget          	2	006Z	L	3100	Hornb¾k             
217	1585	Ellev¾nget          	1	005Z	U	3100	Hornb¾k             
217	1595	Elmebakken          	2	026Z	L	3070	Snekkersten         
217	1595	Elmebakken          	1	025Z	U	3070	Snekkersten         
217	1608	Elmevej             	2	012Z	L	3100	Hornb¾k             
217	1608	Elmevej             	1	011Z	U	3100	Hornb¾k             
217	1612	Elsevej             	2	008Z	L	3060	Esperg¾rde          
217	1612	Elsevej             	1	009Z	U	3060	Esperg¾rde          
217	1621	Emil Noldes Vej     	2	042Z	L	3000	Helsing¿r           
217	1621	Emil Noldes Vej     	1	029Z	U	3000	Helsing¿r           
